uid,bd_earner_only,bd_members_respfor,bd_bizsector,e_total_employees,e_fulltime_employees,e_parttime_employees,e_casual_employees,e_male_employees,e_female_employees,e_related_employees,e_refugees_employees,Howmanyemployeesarefromthe,sr_bank_account,sr_pri_inc_sourcs,sr_access_newfunds,IfYesinQ31howhaveyouacce,sr_access,sr_access_1,sr_access_2,sr_access_3,sr_access_4,sr_access_5,sr_access_6,sr_access_7,sr_access_8,sr_access_9,sr_access_no,Onaveragehowmanycustomersd,sr_customers_hwmny,OUTLIERCHECKONTHENUMBEROFC,sr_customers_main,sr_records_keepb,sr_mnthly_sales_total,OUTLIERCHECKONTHEAVERAGEMON,sr_fluctuations,sr_revstreams_most,sr_revstreams_least,BI,BJ,BK,BL,Onascaleof1to5where1me,knwrate_sales,knwrate_ops_mgt,knwrate_invent_mgt,knwrate_bkeeping,knwrate_cashflow,skill_imprv1,skill_imprv2,skill_imprv3,skill_imprv4,Howmanymealsdoesyourhouseho,liv_meals_number_base,Inthelast4monthsdidyoubu,liv_assetsbght_4mnths,liv_cookingfuel,CB,CC,liv_expnseschl_3mnths,liv_expnsecooking,liv_expnsehhclthng,liv_expnserent,liv_expnsetrans_comm,aec_knowledge
part/KE16012104041,No,4,Shop & Retail,2,2,0,0,1,1,1,2,0,Yes,My Own Business,No,,She Had Not Taken Loan Anywhere.,0,0,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,100,,Individuals From The Camp (Refugee Customers),Yes,15000,,"Yes, Somewhat Flactuating",December,January,Competing Expenditure From Other Needs,,,,,3,2,2,3,3,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,,Three Times And More,Three Times A Week Or More,"Radio Or Television, Phone",Firewood,Charcoal,,3000,1500,1300,0,1000,Fellow Entrepreneur/Business Owner
part/KE16012104042,No,10,Hospitality And Tourism & Restaurant,2,2,0,0,1,1,0,0,2,Yes,My Own Business,No,,She Has Not Accessed Any Finance,0,0,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,450,,Individuals From The Camp (Refugee Customers),No,150000,,"Yes, Somewhat Flactuating",November,Februrary,Competing Expenditure From Other Needs,Less Supply Of Goods,,,,2,2,1,2,1,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,Twice A Day,Twice A Week,None,Firewood,,,0,1500,0,0,600,Aec-Kenya Staff
part/KE16012104043,Yes,8,Hospitality And Tourism & Hotel,5,1,4,0,4,1,5,5,0,Yes,My Own Business,No,,Personal Savings,0,0,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,20,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",No,5000,,"Yes, Somewhat Flactuating",December,January,Competing Expenditure From Other Needs,,,,,2,2,2,2,2,Sales,Book Keeping,Cash Flow And Inventory Management,,,Once A Day,Once A Week,None,Firewood,Charcoal,,0,900,1000,0,500,Aec-Kenya Staff
part/KE16012104044,Yes,1,Shop & Retail,1,1,0,0,1,0,0,1,0,No,My Own Business,No,,Personal Savings,0,0,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,50,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",Yes,20000,,"Yes, Somewhat Flactuating",December,Februrary,Competing Expenditure From Other Needs,,,,,4,3,3,3,3,Sales,Operations Management,Book Keeping,Cash Flow And Inventory Management,,Twice A Day,Three Times A Week Or More,None,Firewood,Charcoal,,0,1000,1000,0,1500,"Fellow Entrepreneur/Business Owner, Aec-Kenya Staf"
part/KE16012104045,Yes,1,Professional/Business Services,2,1,1,0,2,0,0,2,0,Yes,My Own Business,No,,He Has Not Accessed Any Finance,0,0,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,750,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",No,45000,,"Yes, Somewhat Flactuating",Februrary,November,Poor Weather,Competing Expenditure From Other Needs,Less Supply Of Goods,,,2,2,2,2,2,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,Twice A Day,Twice A Week,None,Firewood,,,0,1800,0,0,2500,Aec-Kenya Staff
part/KE16012104046,Yes,5,Shop & Retail,4,4,0,0,3,1,0,4,0,Yes,My Own Business,No,,He Has Not Accessed Any Finance,0,0,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,900,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",No,6000,,"Yes, Somewhat Flactuating",November,Februrary,Competing Expenditure From Other Needs,,,,,2,2,2,3,2,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,Twice A Day,Twice A Week,None,Charcoal,,,0,800,0,0,1500,Aec-Kenya Staff
part/KE16012104047,Yes,6,Shop & Retail,1,1,1,0,1,0,0,1,0,Yes,My Own Business,No,,He Has Not Accessed Any Finance,0,0,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,300,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",No,20000,,"Yes, Somewhat Flactuating",November,March,Competing Expenditure From Other Needs,,,,,2,1,1,1,1,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,Twice A Day,Twice A Week,None,Firewood,,,0,600,3000,5000,600,Aec-Kenya Staff
part/KE16012104048,No,4,Printing And Banding,4,3,1,0,4,0,0,0,4,Yes,My Own Business,Yes,0,0,0,0,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,300,,Individuals From The Camp (Refugee Customers),No,710000,Outlier,"Yes, Somewhat Flactuating",May,November,Competing Expenditure From Other Needs,,,,,1,2,2,2,2,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,Twice A Day,Twice A Week,None,Charcoal,,,6000,800,5000,4500,9000,Aec-Kenya Staff
part/KE16012104049,Yes,11,Shop & Retail,3,3,0,0,1,2,2,3,0,Yes,My Own Business,No,,Personal Savings,0,0,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,20,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County), Sma",Yes,10500,,"Yes, Somewhat Flactuating",December,January,Competing Expenditure From Other Needs,High Transportation Costs,,,,5,5,5,5,3,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,Twice A Day,Three Times A Week Or More,None,Firewood,Charcoal,,0,1000,1500,0,1000,"Fellow Entrepreneur/Business Owner, Aec-Kenya Staf"
part/KE16012104050,Yes,7,Shop & Retail,4,1,3,0,0,4,3,4,0,Yes,My Own Business,No,,She Has Not Accessed Any New Loans,0,0,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,300,,Individuals From The Camp (Refugee Customers),Yes,30000,,"Yes, Somewhat Flactuating",December,May,Competing Expenditure From Other Needs,,,,,3,3,3,4,3,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,Once A Day,Twice A Week,"Chairs, Tables, Bed, Or Other Furniture, Cooking P",Firewood,Charcoal,,9000,0,3000,0,300,"Past Clients, Fellow Entrepreneur/Business Owner,"
part/KE16012104051,Yes,9,Shop & Retail,2,2,1,0,2,0,1,2,0,Yes,My Own Business,No,,He Has Not Accessed Any Finance,0,0,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,600,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",Yes,30000,,"Yes, Somewhat Flactuating",March,January,Competing Expenditure From Other Needs,,,,,1,2,2,2,1,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,Twice A Day,Twice A Week,None,Firewood,Charcoal,,0,1000,0,0,600,Aec-Kenya Staff
part/KE16012104052,Yes,3,Shop & Retail,2,2,0,0,0,2,1,3,0,No,My Own Business,No,,She Has Not Accessed Any New Loans,0,0,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,150,,Individuals From The Camp (Refugee Customers),No,3000,,"Yes, Somewhat Flactuating",November,April,Competing Expenditure From Other Needs,,,,,3,2,2,3,3,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,Twice A Day,Twice A Week,"Phone, Cooking Pots, Utensils, Or Stoves",Firewood,,,3000,500,3000,0,1000,"Fellow Entrepreneur/Business Owner, Aec-Kenya Staf"
part/KE16012104053,No,6,Shop & Retail,1,1,0,0,0,0,0,1,0,No,My Own Business,No,,Personal Savings,0,1500,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,20,,Individuals From The Camp (Refugee Customers),No,1500,,"Yes, Strongly Flactuating",December,January,Competing Expenditure From Other Needs,,,,,4,3,4,3,4,Sales,,,,,Twice A Day,None,None,Firewood,,,0,800,0,0,500,Client Is Not Aware About Aec
part/KE16012104054,Yes,4,Hospitality And Tourism & Restaurant,4,4,0,0,4,0,0,4,0,Yes,My Own Business,No,,He Has Not Accessed Any Finance,0,0,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,900,,Individuals From The Camp (Refugee Customers),No,30000,,"Yes, Somewhat Flactuating",October,March,Competing Expenditure From Other Needs,,,,,2,2,2,2,1,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,Twice A Day,Twice A Week,None,Charcoal,,,0,700,0,0,1500,Aec-Kenya Staff
part/KE16012104055,Yes,2,Shop & Retail,2,0,0,0,2,0,2,2,0,Yes,My Own Business,No,,He Has Not Accessed Any New Loans,0,0,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,150,,Individuals From The Camp (Refugee Customers),Yes,150000,,"Yes, Strongly Flactuating",December,March,Competing Expenditure From Other Needs,,,,,2,3,3,3,4,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,Twice A Day,Twice A Week,"Chairs, Tables, Bed, Or Other Furniture, Cooking P",Firewood,Charcoal,,0,900,3000,0,4500,Fellow Entrepreneur/Business Owner
part/KE16012104056,Yes,5,Fashion,5,5,0,0,4,1,0,5,0,No,My Own Business,No,,Personal Savings,0,0,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,40,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",Yes,50000,,"Yes, Somewhat Flactuating",December,July,Competing Expenditure From Other Needs,Less Supply Of Goods,High Transportation Costs,,,4,4,4,4,4,Sales,Operations Management,Book Keeping,Cash Flow And Inventory Management,,Twice A Day,Once A Week,Sewing Machine,Firewood,Charcoal,,3000,700,1500,0,2000,"Fellow Entrepreneur/Business Owner, Aec-Kenya Staf"
part/KE16012104057,Yes,3,Shop & Retail,4,4,0,0,4,0,1,4,0,Yes,My Own Business,No,,He Has Not Accessed Any New Loans,0,0,0,0,0,0,0,0,0,"I Have Never Thought About Credit As An Option, I Do Not Qualify For Credit, Or I Applied And Was Re",I Have Never Thought About Credit As An Option,300,,Individuals From The Camp (Refugee Customers),Yes,700000,Outlier,"Yes, Somewhat Flactuating",January,December,Competing Expenditure From Other Needs,,,,,3,2,3,3,3,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,Three Times And More,None,"Radio Or Television, Chairs, Tables, Bed, Or Other",Firewood,Charcoal,,0,20000,3000,0,9000,Fellow Entrepreneur/Business Owner
part/KE16012104058,Yes,6,Shop & Retail,2,2,0,0,2,0,0,2,0,Yes,My Own Business,No,,His Business Has Not Accessed Any Finance,0,0,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,300,,Individuals From The Camp (Refugee Customers),No,80000,,"Yes, Somewhat Flactuating",November,Februrary,Competing Expenditure From Other Needs,,,,,2,2,2,2,2,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,Twice A Day,Twice A Week,None,Charcoal,,,0,600,3500,0,1500,"Fellow Entrepreneur/Business Owner, Aec-Kenya Staf"
part/KE16012104059,Yes,9,Shop & Retail,4,4,0,0,4,0,0,4,0,Yes,My Own Business,No,,She Has Not Accessed Any Finance,0,0,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,1500,,Individuals From The Camp (Refugee Customers),No,1200000,Outlier,"Yes, Somewhat Flactuating",November,Februrary,Competing Expenditure From Other Needs,Less Supply Of Goods,,,,2,2,2,2,1,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,Twice A Day,Twice A Week,None,Firewood,,,0,0,0,0,6000,Aec-Kenya Staff
part/KE16012104060,Yes,2,Shop & Retail,3,2,1,0,2,1,2,3,0,Yes,My Own Business,No,,Personal Savings,0,0,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,30,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",Yes,45000,,"Yes, Somewhat Flactuating",December,Februrary,Competing Expenditure From Other Needs,,,,,3,3,3,3,3,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,Once A Day,Twice A Week,None,Firewood,Charcoal,,500,1000,1500,2000,1500,"Fellow Entrepreneur/Business Owner, Aec-Kenya Staf"
part/KE16012104061,Yes,12,Shop & Retail,2,2,0,0,2,0,0,2,0,Yes,My Own Business,Yes,He Has Not Accessed Any Finance,He Has Not Accessed Any Finance,0,0,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,450,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",Yes,150000,,"Yes, Somewhat Flactuating",November,Februrary,Competing Expenditure From Other Needs,,,,,1,2,1,1,2,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,Twice A Day,Twice A Week,None,Firewood,Charcoal,,0,3000,0,0,2000,Aec-Kenya Staff
part/KE16012104062,Yes,8,Shop & Retail,3,3,0,0,3,0,0,0,3,Yes,My Own Business,No,,Personal Savings,0,50000,0,0,0,0,0,0,0,"I Have Never Thought About Credit As An Option, Small Business",I Have Never Thought About Credit As An Option,1000,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",Yes,70000,,"Yes, Somewhat Flactuating",December,January,Competing Expenditure From Other Needs,High Transportation Costs,,,,2,2,2,2,2,Sales,Operations Management,Book Keeping,Cash Flow And Inventory Management,,Once A Day,Once A Week,None,Charcoal,,,3000,900,1000,2700,200,Aec-Kenya Staff
part/KE16012104063,Yes,1,Shop & Wholesale,2,1,0,0,1,0,0,1,0,Yes,My Own Business,Yes,0,0,0,0,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,210,,Individuals From The Camp (Refugee Customers),No,15000,,"Yes, Somewhat Flactuating",October,Februrary,Competing Expenditure From Other Needs,,,,,2,2,2,2,2,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,Twice A Day,Twice A Week,None,Firewood,,,0,700,3000,0,1500,Aec-Kenya Staff
part/KE16012104064,Yes,1,Shop & Retail,1,1,0,0,1,0,0,1,0,Yes,My Own Business,No,,He Has Not Accessed Any Finance,0,0,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,600,,Individuals From The Camp (Refugee Customers),Yes,10000,,"No, Somewhat Stable",October,Februrary,Competing Expenditure From Other Needs,,,,,1,2,2,2,2,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,Twice A Day,Twice A Week,None,Charcoal,,,0,600,0,5000,5000,Aec-Kenya Staff
part/KE16012104065,Yes,9,Shop & Retail,1,1,0,0,1,0,0,1,0,Yes,My Own Business,No,,He Has Not Accessed Any Finance,0,0,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,210,,Individuals From The Camp (Refugee Customers),No,1500,,"Yes, Somewhat Flactuating",November,Februrary,Competing Expenditure From Other Needs,,,,,2,2,2,2,2,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,Twice A Day,Twice A Week,None,Charcoal,,,0,1600,4000,0,1500,Aec-Kenya Staff
part/KE16012104066,Yes,5,Shop & Retail,2,2,0,0,1,1,2,2,0,Yes,My Own Business,No,,Personal Savings,0,0,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,30,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",Yes,15000,,"Yes, Somewhat Flactuating",December,Februrary,Competing Expenditure From Other Needs,Less Supply Of Goods,High Transportation Costs,,,3,3,3,3,3,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,Three Times And More,Three Times A Week Or More,None,Firewood,Charcoal,,0,1500,2000,0,1000,"Fellow Entrepreneur/Business Owner, Aec-Kenya Staf"
part/KE16012104067,Yes,8,Electronics,4,1,3,0,3,1,3,4,0,No,My Own Business,No,,Personal Savings,0,1000,0,0,0,0,0,0,0,I Do Not Trust Financial Institutions/Debt Makes Me Uncomfortable,I Do Not Trust Financial Institutions/Debt Makes Me Uncomfortable,1000,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",Yes,50000,,"Yes, Somewhat Flactuating",December,January,Competing Expenditure From Other Needs,,,,,2,2,2,2,2,Sales,Operations Management,Book Keeping,Cash Flow And Inventory Management,,Twice A Day,Once A Week,"Phone, Chairs, Tables, Bed, Or Other Furniture",Firewood,Charcoal,,5000,700,3000,200,1000,Aec-Kenya Staff
part/KE16012104068,No,11,Sella Cattle,1,1,0,9,1,0,0,0,1,Yes,My Own Business,No,,He Has Not Accessed Any Finance,0,0,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,300,,Individuals From The Camp (Refugee Customers),No,100000,,"No, Somewhat Stable",November,Februrary,Competing Expenditure From Other Needs,,,,,2,2,2,2,2,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,Twice A Day,Twice A Week,None,Firewood,Charcoal,,9000,600,4500,0,2000,Aec-Kenya Staff
part/KE16012104069,No,6,Fashion,2,2,0,0,1,1,1,0,2,Yes,My Own Business,No,,Personal Savings,0,0,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,40,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",Yes,30000,,"Yes, Somewhat Flactuating",December,January,Competing Expenditure From Other Needs,,,,,4,4,4,4,4,Sales,Operations Management,Book Keeping,Cash Flow And Inventory Management,,Twice A Day,Twice A Week,None,Firewood,Charcoal,,15000,1500,3000,5000,2000,"Fellow Entrepreneur/Business Owner, Aec-Kenya Staf"
part/KE16012104070,Yes,6,Shop & Retail,1,1,0,0,0,1,0,0,1,Yes,My Own Business,No,,She Has Not Accessed Any Finance,0,0,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,300,,Individuals From The Camp (Refugee Customers),No,450000,Outlier,"Yes, Somewhat Flactuating",October,January,Competing Expenditure From Other Needs,,,,,2,3,3,2,3,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,Three Times And More,Twice A Week,"Cooking Pots, Utensils, Or Stoves",Firewood,,,0,0,0,3000,300,Fellow Entrepreneur/Business Owner
